iter	Logloss
123	0.2751069138
124	0.2750276769
125	0.2749475868
126	0.2748515654
127	0.2747707777
128	0.2746977226
129	0.2746272823
130	0.2745518199
131	0.274479244
132	0.2744038444
133	0.2743362548
134	0.2742731947
135	0.2741986533
136	0.2741408005
137	0.2740856916
138	0.2740210861
139	0.273950726
140	0.2738948024
141	0.2738427048
142	0.2737819801
143	0.2737223003
144	0.2736683399
145	0.2736178921
146	0.2735612886
147	0.2735071111
148	0.2734525456
149	0.2734072309
150	0.2733624681
151	0.2733191659
152	0.2732762066
153	0.2732182587
154	0.2731691596
155	0.2731210644
156	0.2730774696
157	0.2730399744
158	0.2730046202
159	0.272964508
160	0.2729189893
161	0.2728785479
162	0.2728366272
163	0.2727942578
164	0.2727553439
165	0.2727182698
166	0.2726826737
167	0.2726458739
168	0.2726119776
169	0.272576735
170	0.272543202
171	0.27250758
172	0.2724797639
173	0.2724505921
174	0.2724172393
175	0.2723867445
176	0.2723552992
177	0.27232737
178	0.2723000364
179	0.2722761107
180	0.2722442374
181	0.272212642
182	0.2721870765
183	0.2721544254
184	0.272127975
185	0.2720992464
186	0.2720697017
187	0.2720427258
188	0.2720175598
189	0.2719716745
190	0.2719511307
191	0.2719294762
192	0.2719056837
193	0.2718823021
194	0.2718606508
195	0.271839561
196	0.2718144007
197	0.2717960276
198	0.2717789966
199	0.2717605285
200	0.2717403492
201	0.2717203606
202	0.2717003661
203	0.2716777681
204	0.2716549362
205	0.2716319234
206	0.2716073022
207	0.27158179
208	0.2715612158
209	0.2715387998
210	0.2715177608
211	0.2714985608
212	0.2714818179
213	0.271459259
214	0.2714404039
215	0.2714221392
216	0.2713910458
217	0.2713454702
218	0.2713284166
219	0.2713072405
220	0.2712857297
221	0.2712697033
222	0.2712528984
223	0.2712298789
224	0.2712116104
225	0.2711924229
226	0.2711748645
227	0.2711629492
228	0.2711482763
229	0.2711333377
230	0.271119328
231	0.2711026864
232	0.2710873094
233	0.2710716013
234	0.2710555979
235	0.2710430767
236	0.2710263626
237	0.2710128059
238	0.2709985315
239	0.2709859769
240	0.2709704653
241	0.2709561028
242	0.2709447381
243	0.2709317635
244	0.2709194845
245	0.2709089341
246	0.2708969732
247	0.2708838877
248	0.2708708552
249	0.2708403497
250	0.2708324991
251	0.2708204073
252	0.2708082065
253	0.270791919
254	0.2707762393
255	0.2707678103
256	0.2707577927
257	0.2707463324
258	0.2707307046
259	0.2707211895
260	0.270713728
261	0.2707012307
262	0.2706819158
263	0.2706685884
264	0.2706570389
265	0.2706332891
266	0.270618719
267	0.2706061675
268	0.27059638
269	0.2705849355
270	0.2705770112
271	0.2705746729
272	0.2705640954
273	0.270555521
274	0.2705458145
275	0.2705110213
276	0.2705016586
277	0.2704906987
278	0.2704821686
279	0.2704737653
280	0.2704665588
281	0.2704560173
282	0.2704438273
283	0.2704334246
284	0.2704249356
285	0.2704155274
286	0.2704073856
287	0.2704004409
288	0.2703925735
289	0.270384181
290	0.270377337
291	0.2703685774
292	0.2703619328
293	0.2703493248
294	0.2703420821
295	0.2703256546
296	0.2703162903
297	0.2703085123
298	0.2702991695
299	0.2702918121
300	0.2702849809
301	0.270274416
302	0.2702659781
303	0.2702544106
304	0.2702460013
305	0.2702400581
306	0.2702263569
307	0.2702140211
308	0.2702019091
309	0.270193997
310	0.2701874264
311	0.2701810008
312	0.2701707302
313	0.2701697927
314	0.2701614024
315	0.2701512361
316	0.2701441047
317	0.270136755
318	0.2701298936
319	0.2701239107
320	0.2701173025
321	0.2701126766
322	0.2701050381
323	0.2700976503
324	0.2700808374
325	0.2700747729
326	0.2700676973
327	0.2700606565
328	0.2700552109
329	0.2700488887
330	0.2700444305
331	0.2700396392
332	0.2700352247
333	0.2700176515
334	0.2700176079
335	0.2700164907
336	0.2700091659
337	0.2700050533
338	0.2700043522
339	0.2700014178
340	0.2699908011
341	0.2699791948
342	0.2699713166
343	0.269961485
344	0.2699540239
345	0.2699462968
346	0.2699380452
347	0.2699311748
348	0.2699255035
349	0.2699184138
350	0.2699156531
351	0.269909965
352	0.2699035113
353	0.2698966138
354	0.2698929545
355	0.2698854535
356	0.2698829862
357	0.2698766285
358	0.2698694913
359	0.2698639092
360	0.2698570904
361	0.2698503484
362	0.2698435859
363	0.2698404811
364	0.269835657
365	0.2698248732
366	0.2698176553
367	0.2698069904
368	0.2697996108
369	0.2697995188
370	0.2697920308
371	0.2697884264
372	0.2697831276
373	0.2697784514
374	0.269772408
375	0.2697687306
376	0.2697633454
377	0.2697598709
378	0.2697598489
379	0.2697548938
380	0.2697497593
381	0.2697378273
382	0.2697320215
383	0.2697255824
384	0.2697156571
385	0.2697066002
386	0.2696992963
387	0.2696939511
388	0.2696908309
389	0.2696894206
390	0.2696824483
391	0.2696759422
392	0.2696716812
393	0.2696658613
394	0.2696637257
395	0.2696572567
396	0.2696461612
397	0.2696403533
398	0.2696355139
399	0.2696312997
400	0.2696273538
401	0.2696228753
402	0.26961575
403	0.2696081057
404	0.2696021795
405	0.2695981258
406	0.2695830592
407	0.2695764082
408	0.2695718485
409	0.2695681143
410	0.269559539
411	0.2695563655
412	0.2695467458
413	0.2695426202
414	0.269535858
415	0.2695320498
416	0.2695319735
417	0.2695295762
418	0.2695223594
419	0.269516009
420	0.2695034483
421	0.2694962584
422	0.2694900543
423	0.2694896059
424	0.2694790515
425	0.2694790515
426	0.269473304
427	0.2694681046
428	0.2694634106
429	0.2694563097
430	0.2694502772
431	0.2694426474
432	0.2694387103
433	0.269434512
434	0.2694296477
435	0.2694250773
436	0.2694053142
437	0.2694016006
438	0.2693946826
439	0.269390913
440	0.2693551711
441	0.2693506683
442	0.26935064
443	0.2693344805
444	0.269328845
445	0.2693246521
446	0.2693155072
447	0.2692730213
448	0.2692690917
449	0.2692580219
450	0.2692524763
451	0.2692479982
452	0.2692479826
453	0.2692479515
454	0.2692385647
455	0.2692073568
456	0.2691988226
457	0.2691907964
458	0.2691534933
459	0.2691438816
460	0.2691405208
461	0.2691379362
462	0.2691168896
463	0.2691120301
464	0.2691119769
465	0.2691113962
466	0.2690948918
467	0.2690902355
468	0.2690858657
469	0.2690521883
470	0.2690495362
471	0.2690243001
472	0.2690167457
473	0.2690101946
474	0.2690045837
475	0.2690003127
476	0.2689949765
477	0.2689923437
478	0.2689873526
479	0.26898635
480	0.2689799448
481	0.2689750382
482	0.2689551144
483	0.2689549605
484	0.2689505153
485	0.2689467025
486	0.2689418267
487	0.2689369259
488	0.2689333447
489	0.2689283564
490	0.2689237666
491	0.2689197897
492	0.2689145321
493	0.2689081412
494	0.268908096
495	0.2689044768
496	0.2689038078
497	0.2688918356
498	0.2688847655
499	0.2688800239
500	0.2688780874
501	0.2688743656
502	0.2688583799
503	0.2688494534
504	0.2688494512
505	0.2688458273
506	0.2688452756
507	0.2688409817
508	0.2688203412
509	0.2688159995
510	0.2688129059
511	0.2687984925
512	0.2687927274
513	0.2687848255
514	0.2687846956
515	0.2687808271
516	0.268777167
517	0.2687744881
518	0.2687697301
519	0.2687631236
520	0.2687495468
521	0.268738708
522	0.2687349366
523	0.2687348128
524	0.2687346954
525	0.2687304406
526	0.268724628
527	0.2687046855
528	0.2687010356
529	0.2686960498
530	0.268677178
531	0.268671948
532	0.2686719413
533	0.26866406
534	0.2686640293
535	0.2686465328
536	0.2686371252
537	0.2686371105
538	0.2686342035
539	0.2686256264
540	0.2686226757
541	0.2686088784
542	0.2686063777
543	0.2686008361
544	0.2685924787
545	0.2685872707
546	0.2685843818
547	0.2685724471
548	0.2685608778
549	0.2685541898
550	0.2685493459
551	0.2685410582
552	0.2685366179
553	0.2685362116
554	0.2685195183
555	0.2685112903
556	0.2685108343
557	0.268507774
558	0.2685008011
559	0.2684976697
560	0.2684839654
561	0.2684781213
562	0.2684727041
563	0.2684697612
564	0.2684616812
565	0.2684589729
566	0.2684499219
567	0.2684495898
568	0.268437797
569	0.2684312576
570	0.2684298719
571	0.2684173446
572	0.268408839
573	0.268402189
574	0.2683935555
575	0.2683838188
576	0.2683757291
577	0.2683756341
578	0.2683706674
579	0.268362767
580	0.2683613607
581	0.2683609493
582	0.2683557791
583	0.2683503884
584	0.2683456308
585	0.26834101
586	0.2683206378
587	0.2683199483
588	0.2683145107
589	0.268309118
590	0.2683061825
591	0.2682999127
592	0.2682946135
593	0.2682899942
594	0.2682847431
595	0.2682690187
596	0.2682653195
597	0.2682591837
598	0.2682537819
599	0.2682470423
600	0.2682461724
601	0.268240211
602	0.2682336388
603	0.268225293
604	0.2682216309
605	0.2682166048
606	0.2682138609
607	0.2682091662
608	0.2682083609
609	0.268203356
610	0.2681976864
611	0.268188498
612	0.2681850629
613	0.2681813617
614	0.2681790468
615	0.2681760604
616	0.2681675952
617	0.2681606022
618	0.2681556601
619	0.2681509873
620	0.2681486596
621	0.2681424507
622	0.26812358
623	0.2681224048
624	0.2681076685
625	0.2681008588
626	0.2680967313
627	0.2680920682
628	0.2680875694
629	0.2680797888
630	0.2680793649
631	0.2680731709
632	0.2680677173
633	0.2680675653
634	0.2680602526
635	0.2680561419
636	0.268053363
637	0.2680466975
638	0.2680416349
639	0.2680356961
640	0.2680302534
641	0.2680269122
642	0.2680230801
643	0.2680200098
644	0.2680174405
645	0.2680127743
646	0.2680059454
647	0.2680008164
648	0.2679978163
649	0.2679899181
650	0.2679851257
651	0.2679809139
652	0.267976968
653	0.2679727436
654	0.2679702131
655	0.267966586
656	0.267952555
657	0.2679522498
658	0.2679485476
659	0.2679480877
660	0.2679442638
661	0.2679400572
662	0.2679397904
663	0.267935265
664	0.2679317779
665	0.2679278537
666	0.2679217891
667	0.2679179729
668	0.2679178169
669	0.2679136028
670	0.2679076478
671	0.2679049329
672	0.2678952592
673	0.2678950073
674	0.2678936759
675	0.2678809243
676	0.2678763563
677	0.2678762082
678	0.2678707564
679	0.2678646327
680	0.2678613823
681	0.2678554881
682	0.2678435809
683	0.2678385289
684	0.2678381434
685	0.2678331078
686	0.2678280538
687	0.2678243299
688	0.2678211106
689	0.2678193174
690	0.2678152898
691	0.2678103107
692	0.267806348
693	0.2678026197
694	0.2677977726
695	0.2677975919
696	0.2677967578
697	0.2677913621
698	0.2677850497
699	0.267772568
700	0.2677723185
701	0.2677704672
702	0.2677623561
703	0.2677586801
704	0.2677495201
705	0.2677435759
706	0.267737946
707	0.2677369989
708	0.2677338179
709	0.2677294268
710	0.2677291238
711	0.2677254494
712	0.2677214698
713	0.2677171851
714	0.2677133862
715	0.2677093078
716	0.2677050314
717	0.2677041
718	0.2676950884
719	0.2676904893
720	0.2676858526
721	0.2676786441
722	0.2676762209
723	0.267673865
724	0.2676680038
725	0.2676518269
726	0.2676402353
727	0.2676331477
728	0.2676284354
729	0.267624532
730	0.2676211298
731	0.2676130869
732	0.2676031225
733	0.267598055
734	0.2675943937
735	0.267591992
736	0.2675918303
737	0.2675915982
738	0.2675836312
739	0.2675762407
740	0.2675748976
741	0.2675699928
742	0.2675644276
743	0.2675588605
744	0.2675585029
745	0.2675546054
746	0.2675491353
747	0.2675429375
748	0.267539514
749	0.2675390103
750	0.2675339596
751	0.2675305812
752	0.2675259024
753	0.2675209599
754	0.2675152475
755	0.2675079107
756	0.2675018524
757	0.2674971599
758	0.2674933242
759	0.2674893727
760	0.2674829829
761	0.2674825291
762	0.2674781531
763	0.2674758522
764	0.2674703271
765	0.2674672532
766	0.2674655525
767	0.2674629339
768	0.2674577803
769	0.2674529778
770	0.2674500742
771	0.267449164
772	0.2674488662
773	0.2674453848
774	0.2674402561
775	0.2674356417
776	0.2674329344
777	0.2674315565
778	0.2674309184
779	0.2674271825
780	0.2674227054
781	0.2674199549
782	0.2674128594
783	0.2674080199
784	0.267402125
785	0.267398065
786	0.2673953127
787	0.2673895167
788	0.267375295
789	0.2673709832
790	0.2673610529
791	0.2673542313
792	0.2673500315
793	0.2673426018
794	0.2673340247
795	0.2673307973
796	0.267326732
797	0.267322134
798	0.2673206344
799	0.2673149401
800	0.2673146166
801	0.2673099129
802	0.2673097081
803	0.267305553
804	0.2673021505
805	0.2672972594
806	0.2672928291
807	0.2672879095
808	0.2672799535
809	0.2672721941
810	0.2672649176
811	0.2672618384
812	0.2672558223
813	0.2672541283
814	0.2672489066
815	0.2672448823
816	0.2672413926
817	0.2672383862
818	0.2672344255
819	0.2672292054
820	0.2672268109
821	0.2672232478
822	0.2672178075
823	0.2672141581
824	0.2672072523
825	0.2672030495
826	0.2671962335
827	0.2671944484
828	0.2671913941
829	0.2671881842
830	0.26718334
831	0.2671826363
832	0.2671771449
833	0.267172897
834	0.2671690008
835	0.2671644092
836	0.2671611904
837	0.2671575241
838	0.2671533685
839	0.2671495085
840	0.267148862
841	0.2671450843
842	0.2671399154
843	0.2671368795
844	0.267125648
845	0.2671218962
846	0.2671174548
847	0.2671138223
848	0.2671062915
849	0.267105268
850	0.2671030683
851	0.2671005482
852	0.267094476
853	0.2670922333
854	0.2670873312
855	0.267082728
856	0.267078898
857	0.2670757565
858	0.2670684855
859	0.2670650078
860	0.2670595013
861	0.2670562812
862	0.2670526177
863	0.2670489683
864	0.267043138
865	0.2670386453
866	0.2670350258
867	0.2670331813
868	0.2670275903
869	0.2670230244
870	0.2670224242
871	0.267017464
872	0.2670066523
873	0.2670022235
874	0.266998878
875	0.2669977615
876	0.2669930647
877	0.2669887652
878	0.2669851775
879	0.2669801585
880	0.2669782048
881	0.2669748632
882	0.2669698289
883	0.2669667832
884	0.2669640677
885	0.266961205
886	0.2669548992
887	0.2669462001
888	0.2669442048
889	0.2669418629
890	0.2669367431
891	0.2669320117
892	0.266922553
893	0.2669224388
894	0.2669215806
895	0.2669172455
896	0.2669148877
897	0.2669086372
898	0.2669038223
899	0.2669007959
900	0.2668973963
901	0.2668933462
902	0.2668896991
903	0.2668868594
904	0.2668799861
905	0.2668753561
906	0.2668726253
907	0.2668686866
908	0.2668657582
909	0.2668626416
910	0.2668603702
911	0.2668556638
912	0.2668478098
913	0.266841188
914	0.2668311119
915	0.2668284711
916	0.2668243633
917	0.266821305
918	0.266821124
919	0.2668184316
920	0.266813366
921	0.26681301
922	0.266809534
923	0.2668062027
924	0.2668013152
925	0.2667986554
926	0.2667957718
927	0.2667919394
928	0.2667858628
929	0.2667852841
930	0.2667822508
931	0.2667765378
932	0.2667711761
933	0.2667680382
934	0.2667578927
935	0.2667536579
936	0.2667505344
937	0.2667491603
938	0.2667449251
939	0.266741669
940	0.2667350026
941	0.2667308137
942	0.2667291946
943	0.2667253348
944	0.266721551
945	0.2667200949
946	0.2667199329
947	0.2667160569
948	0.2667120783
949	0.266706845
950	0.2667025467
951	0.2666992156
952	0.2666961332
953	0.2666943066
954	0.2666940536
955	0.2666910399
956	0.2666887707
957	0.266686228
958	0.2666822598
959	0.2666782326
960	0.2666773023
961	0.266676647
962	0.2666734561
963	0.2666706622
964	0.2666680284
965	0.2666650573
966	0.2666647069
967	0.2666627184
968	0.2666606145
969	0.2666578896
970	0.2666529929
971	0.2666500192
972	0.2666480727
973	0.2666449508
974	0.2666410649
975	0.2666402762
976	0.266636744
977	0.2666327981
978	0.2666325382
979	0.2666295079
980	0.2666274436
981	0.26662397
982	0.2666188776
983	0.266614515
984	0.2666139338
985	0.266610071
986	0.2666069069
987	0.2666027454
988	0.2665980887
989	0.2665934681
990	0.2665894228
991	0.2665853649
992	0.2665828859
993	0.266581077
994	0.2665794156
995	0.2665758966
996	0.2665746235
997	0.2665709285
998	0.2665680731
999	0.2665675744
1000	0.266564436
1001	0.2665631417
1002	0.266560429
1003	0.2665571454
1004	0.2665537542
1005	0.2665495556
1006	0.2665434762
1007	0.2665396447
1008	0.2665339205
1009	0.2665299249
1010	0.2665262384
1011	0.2665257181
1012	0.2665228676
1013	0.2665203314
1014	0.2665172422
1015	0.2665133653
1016	0.2665095512
1017	0.2665062588
1018	0.2665050868
1019	0.266503185
1020	0.2665005904
1021	0.2665003995
1022	0.2664974629
1023	0.2664929386
1024	0.2664906398
1025	0.2664880118
1026	0.2664876534
1027	0.2664831629
1028	0.2664783188
1029	0.2664777385
1030	0.2664745391
1031	0.2664731061
1032	0.266469131
1033	0.2664648966
1034	0.2664599062
1035	0.266455585
1036	0.2664531512
1037	0.2664530069
1038	0.2664503092
1039	0.2664474352
1040	0.2664442552
1041	0.2664408281
1042	0.2664406611
1043	0.2664374425
1044	0.2664309497
1045	0.2664262836
1046	0.2664230344
1047	0.2664202671
1048	0.2664169301
1049	0.2664143255
1050	0.2664102614
1051	0.2664068104
1052	0.2664048153
1053	0.2664046874
1054	0.2664008447
1055	0.2663975865
1056	0.2663952009
1057	0.2663916055
1058	0.266387898
1059	0.2663877462
1060	0.2663843559
1061	0.2663802049
1062	0.2663792345
1063	0.266374855
1064	0.2663738319
1065	0.2663691372
1066	0.2663686774
1067	0.2663641479
1068	0.2663609947
1069	0.266355785
1070	0.2663549708
1071	0.2663549696
1072	0.266350562
1073	0.2663461915
1074	0.2663434403
1075	0.2663431883
1076	0.2663406811
1077	0.2663375279
1078	0.2663370196
1079	0.2663324141
1080	0.2663289016
1081	0.266328611
1082	0.2663253161
1083	0.2663214673
1084	0.2663175496
1085	0.2663143633
1086	0.2663108076
1087	0.2663075605
1088	0.2663046155
1089	0.2663037179
1090	0.2663033355
1091	0.266299798
1092	0.2662958578
1093	0.2662953145
1094	0.2662903105
1095	0.2662894823
1096	0.2662875748
1097	0.2662822931
1098	0.2662803893
1099	0.2662782206
1100	0.2662742812
1101	0.2662734716
1102	0.2662725632
1103	0.2662695973
1104	0.2662656493
1105	0.2662647144
1106	0.2662617871
1107	0.266258693
1108	0.2662555409
1109	0.2662526431
1110	0.2662501536
1111	0.2662475529
1112	0.2662448091
1113	0.2662413368
1114	0.2662385693
1115	0.266234418
1116	0.2662333308
1117	0.2662302716
1118	0.2662297626
1119	0.2662257048
1120	0.2662224911
1121	0.2662224897
1122	0.2662200417
1123	0.266217102
1124	0.2662130111
1125	0.266212236
1126	0.2662075794
1127	0.2662071067
1128	0.2662054932
1129	0.2662036603
1130	0.2661997778
1131	0.2661947293
1132	0.2661947266
1133	0.2661905259
1134	0.2661864893
1135	0.2661822675
1136	0.2661800518
1137	0.2661790809
1138	0.2661763723
1139	0.2661729248
1140	0.2661695656
1141	0.266167815
1142	0.2661641456
1143	0.266161625
1144	0.266158561
1145	0.2661559319
1146	0.2661551865
1147	0.2661533891
1148	0.2661500374
1149	0.2661492971
1150	0.2661458198
1151	0.2661411285
1152	0.2661384343
1153	0.2661363613
1154	0.266135537
1155	0.2661334304
1156	0.266129786
1157	0.2661266424
1158	0.2661227913
1159	0.2661197183
1160	0.2661192752
1161	0.2661154991
1162	0.2661111426
1163	0.2661078331
1164	0.2661044508
1165	0.2661007112
1166	0.2660971053
1167	0.2660970645
1168	0.2660958233
1169	0.2660918934
1170	0.2660879764
1171	0.2660869548
1172	0.2660809201
1173	0.2660780464
1174	0.2660725136
1175	0.2660718043
1176	0.2660681123
1177	0.2660659462
1178	0.2660635869
1179	0.2660589652
1180	0.2660565354
1181	0.2660525065
1182	0.2660501805
1183	0.2660457767
1184	0.266042915
1185	0.2660401094
1186	0.2660348678
1187	0.2660341942
1188	0.266033924
1189	0.2660312123
1190	0.2660288889
1191	0.2660251259
1192	0.2660211124
1193	0.2660203387
1194	0.2660145881
1195	0.2660121022
1196	0.2660086411
1197	0.266004727
1198	0.2660013112
1199	0.2660006183
1200	0.2659996493
1201	0.2659987512
1202	0.2659957682
1203	0.2659882046
1204	0.2659845608
1205	0.2659838286
1206	0.2659799424
1207	0.2659770586
1208	0.265973209
1209	0.2659703032
1210	0.2659675517
1211	0.2659643154
1212	0.2659621363
1213	0.2659579869
1214	0.2659547678
1215	0.265951546
1216	0.2659493964
1217	0.2659456134
1218	0.2659428837
1219	0.2659395924
1220	0.2659349727
1221	0.26593274
1222	0.2659318246
1223	0.2659272722
1224	0.2659239533
1225	0.2659209234
1226	0.2659192282
1227	0.265917207
1228	0.2659135795
1229	0.2659098194
1230	0.2659096686
1231	0.265906569
1232	0.2659047742
1233	0.2659012881
1234	0.2659006028
1235	0.2658962408
1236	0.2658935258
1237	0.2658908455
1238	0.265887755
1239	0.2658822745
1240	0.2658805853
1241	0.2658776675
1242	0.2658760203
1243	0.2658717225
1244	0.2658704807
1245	0.2658670793
1246	0.2658633301
1247	0.2658633246
1248	0.2658630219
1249	0.2658577276
1250	0.2658566689
1251	0.2658533649
1252	0.2658509553
1253	0.2658479612
1254	0.2658440867
1255	0.2658399368
1256	0.2658347744
1257	0.26583262
1258	0.2658325899
1259	0.2658297202
1260	0.2658262773
1261	0.2658226277
1262	0.2658195704
1263	0.265818116
1264	0.2658169839
1265	0.2658143513
1266	0.2658109432
1267	0.2658090273
1268	0.2658063836
1269	0.2658028979
1270	0.2657995163
1271	0.2657971912
1272	0.2657964069
1273	0.2657931678
1274	0.2657894759
1275	0.2657846238
1276	0.2657805269
1277	0.2657776214
1278	0.2657735441
1279	0.2657726502
1280	0.2657695919
1281	0.2657676603
1282	0.2657629766
1283	0.2657601403
1284	0.2657556539
1285	0.2657525883
1286	0.2657510717
1287	0.2657469393
1288	0.2657446233
1289	0.2657421282
1290	0.2657387766
1291	0.2657363507
1292	0.265732509
1293	0.2657304055
1294	0.2657283246
1295	0.2657259572
1296	0.2657250296
1297	0.2657202626
1298	0.2657177792
1299	0.26571338
1300	0.265712166
1301	0.265708697
1302	0.2657067062
1303	0.2657039518
1304	0.2657013979
1305	0.2657000205
1306	0.265697927
1307	0.265696203
1308	0.2656936736
1309	0.2656933402
1310	0.2656902957
1311	0.265688387
1312	0.2656855369
1313	0.2656839421
1314	0.2656827251
1315	0.2656800446
1316	0.2656769697
1317	0.2656736453
1318	0.2656704762
1319	0.2656678248
1320	0.265664913
1321	0.2656635547
1322	0.2656600025
1323	0.2656592701
1324	0.2656583367
1325	0.2656547667
1326	0.2656516393
1327	0.2656506275
1328	0.2656482379
1329	0.2656446763
1330	0.2656413183
1331	0.2656380623
1332	0.2656364759
1333	0.2656334835
1334	0.2656308455
1335	0.2656266343
1336	0.2656217814
1337	0.2656179226
1338	0.2656151776
1339	0.2656131694
1340	0.2656095702
1341	0.2656081284
1342	0.2656063669
1343	0.2656036061
1344	0.2656003615
1345	0.265596721
1346	0.2655950504
1347	0.2655934169
1348	0.2655902594
1349	0.2655894802
1350	0.2655857227
1351	0.2655827515
1352	0.2655803975
1353	0.2655781981
1354	0.2655767304
1355	0.2655727775
1356	0.2655713671
1357	0.2655699259
1358	0.2655656994
1359	0.2655618971
1360	0.2655607427
1361	0.2655587886
1362	0.2655555256
1363	0.2655524165
1364	0.2655489752
1365	0.2655447177
1366	0.2655397806
1367	0.265537295
1368	0.2655365748
1369	0.2655334859
1370	0.265529733
1371	0.2655266526
1372	0.2655238429
1373	0.2655201678
1374	0.2655183329
1375	0.2655143535
1376	0.265512908
1377	0.2655110907
1378	0.265508511
1379	0.265504521
1380	0.2655027408
1381	0.2654990066
1382	0.2654961446
1383	0.2654933903
1384	0.26548991
1385	0.2654865565
1386	0.2654835114
1387	0.2654800378
1388	0.2654761008
1389	0.265472808
1390	0.2654719775
1391	0.2654714351
1392	0.2654669036
1393	0.2654641416
1394	0.2654614227
1395	0.2654594148
1396	0.2654573712
1397	0.265455707
1398	0.2654518639
1399	0.2654491881
1400	0.265447415
1401	0.2654448236
1402	0.2654423036
1403	0.2654389306
1404	0.2654368644
1405	0.2654355155
1406	0.2654341158
1407	0.2654307298
1408	0.2654297743
1409	0.2654276454
1410	0.2654237532
1411	0.2654218074
1412	0.2654181654
1413	0.2654151672
1414	0.2654132053
1415	0.2654090817
1416	0.2654064386
1417	0.2654061811
1418	0.2654017414
1419	0.2653996246
1420	0.2653964023
1421	0.2653932912
1422	0.2653892084
1423	0.2653874287
1424	0.2653869422
1425	0.2653836927
1426	0.265380648
1427	0.2653795458
1428	0.2653784109
1429	0.2653749079
1430	0.2653733416
1431	0.2653707276
1432	0.2653703381
1433	0.2653639003
1434	0.2653609857
1435	0.2653575529
1436	0.2653552441
1437	0.2653548309
1438	0.2653535669
1439	0.265350256
1440	0.2653472769
1441	0.265345643
1442	0.2653443409
1443	0.2653423793
1444	0.2653406336
1445	0.2653385651
1446	0.2653377034
1447	0.2653346888
1448	0.2653336522
1449	0.2653318254
1450	0.2653313291
1451	0.2653293341
1452	0.2653264709
1453	0.2653219133
1454	0.265318949
1455	0.265317018
1456	0.2653160769
1457	0.2653112295
1458	0.2653085539
1459	0.2653055732
1460	0.2653018619
1461	0.265298652
1462	0.2652965617
1463	0.2652936462
1464	0.2652919647
1465	0.2652905459
1466	0.2652882559
1467	0.2652842527
1468	0.2652815613
1469	0.2652780775
1470	0.2652746963
1471	0.2652732776
1472	0.2652691203
1473	0.265266871
1474	0.2652632202
1475	0.2652626492
1476	0.2652584416
1477	0.2652582966
1478	0.2652551683
1479	0.2652533205
1480	0.2652506753
1481	0.2652486911
1482	0.2652465296
1483	0.2652452665
1484	0.265244329
1485	0.2652418541
1486	0.2652385801
1487	0.2652335875
1488	0.2652301918
1489	0.2652293344
1490	0.2652282322
1491	0.2652253571
1492	0.2652208178
1493	0.265220179
1494	0.2652177971
1495	0.2652160158
1496	0.2652133963
1497	0.2652079058
1498	0.265204476
1499	0.2652002001
1500	0.2651992865
1501	0.2651974935
1502	0.2651937872
1503	0.2651912541
1504	0.265187429
1505	0.2651862244
1506	0.2651823052
1507	0.2651797619
1508	0.265178408
1509	0.2651766916
1510	0.2651763479
1511	0.2651728977
1512	0.2651695975
1513	0.2651675033
1514	0.2651649276
